Organization_ID,Industry,Company_Size,Primary_AI_Tool,Adoption_Year,Employee_Count,Satisfaction_Score,AI_Investment_USD,Cost_Savings_USD,Productivity_Gain_Pct
ORG_238,Retail,Small (<100),DevOps Copilots,2024,1260,5,208362.50948874524,308712.4080695261,23.998395329792476
ORG_239,Retail,Medium (100-999),Customer Chatbots,2025,1964,1,372031.4689989634,533135.8979954799,14.080523605693742
ORG_240,Tech,Small (<100),Predictive Analytics,2025,1352,8,401435.4091525557,586249.350397262,26.669629541923808
ORG_241,Tech,Large (1000+),Generative AI Content,2025,977,1,200136.5863252321,246463.1677036669,17.250505877781784
ORG_242,Retail,Medium (100-999),DevOps Copilots,2023,4102,10,727133.2152871029,841777.9838000251,37.40779962456412
ORG_243,Tech,Large (1000+),Automation Systems,2022,3874,6,811392.5060335115,1263316.901614981,27.40665828106577
ORG_244,Finance,Medium (100-999),Customer Chatbots,2026,2630,5,725634.5384792456,1042492.1901758215,18.02672149087074
ORG_245,Tech,Medium (100-999),Automation Systems,2026,574,8,167026.87934342914,190943.91939401554,29.567461759445756
ORG_246,Finance,Small (<100),Generative AI Content,2025,1997,8,418404.4972066078,574586.3694761482,32.95973541178755
ORG_247,Tech,Large (1000+),Automation Systems,2022,2847,1,842560.145647406,970607.8106545241,12.798144890600124
ORG_248,Tech,Medium (100-999),Automation Systems,2026,1176,5,198036.52202403903,254723.68174019267,27.24554790168251
ORG_249,Tech,Small (<100),Predictive Analytics,2024,3240,2,776872.5262262324,1185085.5189571204,19.260419517816366
ORG_250,Finance,Large (1000+),Generative AI Content,2023,2237,4,360976.2899958437,502606.78774309385,16.55410551321937
ORG_251,Tech,Medium (100-999),Customer Chatbots,2022,2945,4,645531.8624148803,739269.8307879543,23.075969046805415
ORG_252,Finance,Medium (100-999),DevOps Copilots,2021,2695,3,444781.93067165086,603448.9166073112,19.27183376989072
ORG_253,Finance,Large (1000+),Automation Systems,2026,3714,9,977259.0781703698,1467792.686094752,28.897930392731226
ORG_254,Tech,Large (1000+),Predictive Analytics,2022,3291,6,841013.1760145351,956647.0971136753,29.971614261304737
ORG_255,Tech,Medium (100-999),Predictive Analytics,2021,2726,2,431197.6752929332,598046.2092442286,18.216854015322838
ORG_256,Finance,Small (<100),Customer Chatbots,2022,1768,3,342907.58866667305,482489.25041838514,18.669771644904074
ORG_257,Retail,Medium (100-999),DevOps Copilots,2024,728,5,155249.80494691432,232657.1979323154,19.99147755136746
ORG_258,Education,Medium (100-999),Automation Systems,2026,2951,8,688078.840047067,929729.8083127775,28.883812745693003
ORG_259,Tech,Medium (100-999),Predictive Analytics,2021,2311,1,631818.6744986733,879488.0945796977,9.827621279208351
ORG_260,Tech,Small (<100),Predictive Analytics,2023,468,4,118321.41819835722,185481.01203055793,24.915419209392436
ORG_261,Tech,Small (<100),Generative AI Content,2025,2949,10,460326.6996483194,549683.8604774235,39.88006210404643
ORG_262,Manufacturing,Medium (100-999),Generative AI Content,2022,320,2,56051.965986467534,75053.27383841266,13.317339935742034
ORG_263,Retail,Large (1000+),Generative AI Content,2025,2660,1,416333.19219738775,619163.7496093267,15.964808875791347
ORG_264,Manufacturing,Large (1000+),Generative AI Content,2025,3250,10,540965.5550527854,637664.1991191008,39.486935320263235
ORG_265,Manufacturing,Large (1000+),Generative AI Content,2022,4613,10,1239198.816768818,1471766.4646468826,33.06823229297958
ORG_266,Retail,Small (<100),Automation Systems,2026,4702,7,1312487.3203206912,1563226.050367514,25.68216911860095
ORG_267,Manufacturing,Medium (100-999),DevOps Copilots,2022,4074,3,816259.3410210544,1028290.3283630002,18.861867702403682
ORG_268,Education,Large (1000+),Generative AI Content,2023,2182,4,411979.78812550975,475431.8029973742,15.012811574946898
ORG_269,Finance,Medium (100-999),Predictive Analytics,2025,4049,7,823171.9630489785,1230119.3682881761,28.280554909331318
ORG_270,Manufacturing,Small (<100),Customer Chatbots,2021,283,5,47386.85584678225,60224.14940902937,26.37931267734303
ORG_271,Tech,Small (<100),Automation Systems,2023,3964,1,857407.2392033191,1129291.239759841,8.035557426605955
ORG_272,Finance,Large (1000+),Customer Chatbots,2024,4434,5,1108694.7812486815,1437368.5768158012,22.99662633537162
ORG_273,Healthcare,Small (<100),Automation Systems,2023,2422,10,541059.7023059148,767815.2965431578,39.77057695999265
ORG_274,Healthcare,Small (<100),Customer Chatbots,2024,2180,2,541276.7724309829,698638.159541106,11.865829411579316
ORG_275,Tech,Medium (100-999),Generative AI Content,2022,2210,10,359536.0095227767,410897.0429179784,33.437913865460466
ORG_276,Healthcare,Large (1000+),DevOps Copilots,2022,509,7,143234.19072258245,219642.04104252448,27.2482438812192
ORG_277,Manufacturing,Medium (100-999),Automation Systems,2023,294,9,74425.45365537152,118438.983596411,28.974476540109656
ORG_278,Education,Medium (100-999),Predictive Analytics,2026,1588,3,250381.96384426748,315449.91269591614,19.771030091805304
ORG_279,Manufacturing,Small (<100),DevOps Copilots,2023,2681,5,617809.8781243337,921057.4273907164,18.62518842625934
ORG_280,Tech,Medium (100-999),DevOps Copilots,2025,830,2,197636.478176566,270330.4833977891,13.438691785774644
ORG_281,Finance,Medium (100-999),Customer Chatbots,2024,3885,1,687227.3629485343,989886.7135671396,11.517198982744107
ORG_282,Finance,Large (1000+),Predictive Analytics,2021,3902,5,1114393.4911434646,1499761.4660021577,24.46182844674975
ORG_283,Tech,Large (1000+),Predictive Analytics,2023,3639,6,697107.2505058849,832323.6419315096,22.113905021058976
ORG_284,Manufacturing,Medium (100-999),DevOps Copilots,2025,470,9,129789.75026726398,176792.21388623255,33.18672299600752
ORG_285,Tech,Large (1000+),Predictive Analytics,2025,2053,1,449119.46675289527,607462.4575054859,13.85409809075844
ORG_286,Tech,Small (<100),Generative AI Content,2024,3664,3,1082307.6247471208,1376830.0480630903,20.876537702567273
ORG_287,Finance,Large (1000+),Automation Systems,2023,3176,1,566075.9216985625,865278.5165820619,13.97379891761482
ORG_288,Retail,Small (<100),Customer Chatbots,2024,82,8,29779.35903773764,32883.317125787,27.523904413606516
ORG_289,Manufacturing,Medium (100-999),Generative AI Content,2023,3094,6,680735.5344321091,926017.4468573609,26.2360609618688
ORG_290,Healthcare,Small (<100),Generative AI Content,2024,4874,10,943985.9386407476,1197108.0528372373,32.76483249966761
ORG_291,Finance,Small (<100),Generative AI Content,2022,4247,4,1216206.6788970393,1751797.1919460932,22.212831975926107
ORG_292,Retail,Large (1000+),Generative AI Content,2026,3324,7,872585.3683669552,1271081.7072059126,29.36318110932671
ORG_293,Retail,Medium (100-999),Generative AI Content,2024,1402,9,249072.22171339171,368990.3116959365,29.33068357012595
ORG_294,Retail,Medium (100-999),Automation Systems,2022,1839,5,398949.7956040042,555651.4297466491,22.1376062818776
ORG_295,Tech,Small (<100),DevOps Copilots,2024,593,8,173076.8094556623,223413.53581692,27.983557538174633
ORG_296,Tech,Large (1000+),Predictive Analytics,2026,2817,7,844008.196817285,1119177.3316537766,24.593823683350777
ORG_297,Manufacturing,Medium (100-999),Predictive Analytics,2024,731,3,182795.38380889082,289303.65870876843,16.333164200534608
ORG_298,Tech,Small (<100),Generative AI Content,2026,2649,9,479700.117138134,587350.3694470659,34.435247471703974
ORG_299,Finance,Small (<100),Customer Chatbots,2024,2517,3,406883.88577626,554199.7860836565,16.836652300355883
ORG_300,Retail,Small (<100),Customer Chatbots,2023,1553,3,461211.32208544255,560007.003862797,19.77168828136321
ORG_301,Tech,Medium (100-999),DevOps Copilots,2024,1018,6,267890.6918624704,380447.79032262636,27.712496633435297
ORG_302,Retail,Medium (100-999),Automation Systems,2024,171,1,47881.33172452985,65771.76960208158,12.243963383277372
ORG_303,Tech,Medium (100-999),Automation Systems,2023,837,9,164865.6843865747,249825.31744923387,28.54914236900097
ORG_304,Retail,Small (<100),Automation Systems,2025,4087,4,993926.7561602234,1296953.2722889574,16.60373598630769
ORG_305,Healthcare,Large (1000+),Customer Chatbots,2023,32,1,13705.416137943055,15693.268015825628,12.617053469646589
ORG_306,Retail,Small (<100),Generative AI Content,2024,3751,5,714776.1520084508,938499.374402671,18.659010536596064
ORG_307,Manufacturing,Large (1000+),Automation Systems,2025,1406,6,290737.4610012227,447514.0807486581,20.929513154374224
ORG_308,Manufacturing,Small (<100),Customer Chatbots,2023,3749,5,1038559.3844866407,1361416.2476505428,26.36123886681419
ORG_309,Tech,Small (<100),Automation Systems,2026,1315,2,285886.1452846131,411446.35916798684,11.81260560537302
ORG_310,Finance,Medium (100-999),Automation Systems,2025,1080,8,313848.66000328795,352447.702362439,27.616128672284898
ORG_311,Finance,Medium (100-999),DevOps Copilots,2025,4733,10,874178.29492679,1231821.688873553,34.32847907108912
ORG_312,Retail,Medium (100-999),Customer Chatbots,2022,4583,10,730545.0661583617,1113659.5460656811,38.51871151446066
ORG_313,Manufacturing,Small (<100),Customer Chatbots,2023,2720,5,430875.708557644,560844.4095648165,19.84999999991287
ORG_314,Healthcare,Large (1000+),Customer Chatbots,2021,4093,8,810222.4734258613,905760.639218496,30.490987896931895
ORG_315,Manufacturing,Large (1000+),DevOps Copilots,2024,4174,9,760113.7783245732,920846.7212524166,32.04459982603584
ORG_316,Healthcare,Medium (100-999),Customer Chatbots,2025,2986,8,505114.3167507335,641837.9312745477,33.29883885634401
ORG_317,Education,Small (<100),DevOps Copilots,2023,880,1,255241.8442395713,375525.95317733026,11.592107572180144
ORG_318,Finance,Small (<100),Automation Systems,2026,3228,4,713911.0269017777,823769.707247381,19.144703451283302
ORG_319,Education,Large (1000+),DevOps Copilots,2022,3700,8,925434.9080400608,1040453.3285397271,34.35308280831653
ORG_320,Manufacturing,Medium (100-999),DevOps Copilots,2025,1461,10,263412.0214722711,376352.7983356573,36.061607739530196
ORG_321,Finance,Large (1000+),Customer Chatbots,2026,2043,5,432613.38969445694,649957.6711606684,18.881800056453457
ORG_322,Retail,Large (1000+),DevOps Copilots,2023,4497,6,1157014.198706583,1440817.9196384854,23.45293580898581
ORG_323,Retail,Large (1000+),Predictive Analytics,2024,2650,2,705420.2729382147,1108452.8522812729,17.10123631488367
ORG_324,Retail,Large (1000+),DevOps Copilots,2023,3470,1,798311.0581944502,1177582.6620619523,9.1093539434323
ORG_325,Finance,Small (<100),Automation Systems,2024,2427,4,645291.650059407,786480.0023347931,22.843071728708864
ORG_326,Manufacturing,Small (<100),Automation Systems,2026,3184,7,941896.0462153313,1296107.6385541763,22.629652376746385
ORG_327,Finance,Medium (100-999),Customer Chatbots,2025,3022,10,707665.2798556371,1119629.0216134137,32.94177721804492
ORG_328,Tech,Medium (100-999),Predictive Analytics,2026,4219,2,876006.6889321777,1020576.9330190279,15.839860576839312
ORG_329,Finance,Medium (100-999),Predictive Analytics,2021,2652,10,426889.7109483457,610855.7424623615,34.90550941153677
ORG_330,Healthcare,Medium (100-999),Generative AI Content,2024,1516,9,247933.52556700553,339301.4866576896,28.419455539390665
ORG_331,Tech,Small (<100),Generative AI Content,2023,2414,4,711979.4210558138,983006.7345350398,22.52133756735423
ORG_332,Retail,Small (<100),Generative AI Content,2023,2007,1,514018.19297783705,704265.9159645897,10.328289942793974
ORG_333,Education,Large (1000+),Generative AI Content,2024,4177,8,934553.1781315481,1177683.148539333,25.823454480485008
ORG_334,Tech,Large (1000+),DevOps Copilots,2024,546,4,141510.24555911392,193710.135553529,22.027428662675412
ORG_335,Education,Large (1000+),Automation Systems,2025,1269,1,282130.7486090508,317999.1692030416,15.442147869758903
ORG_336,Healthcare,Medium (100-999),Predictive Analytics,2026,3349,7,733493.3894343112,949691.2507757802,23.68305761626619
ORG_337,Tech,Medium (100-999),Automation Systems,2025,4807,1,1230674.8687032163,1824644.2436184436,11.876761494682249
ORG_338,Finance,Medium (100-999),Customer Chatbots,2022,1811,3,477583.4923175402,596515.2744062428,21.369781189722488
ORG_339,Education,Large (1000+),Generative AI Content,2026,101,9,33814.493178472825,46453.09029660297,28.351268567494387
ORG_340,Tech,Medium (100-999),Generative AI Content,2022,4208,3,736513.2642969751,1104644.7089311248,21.02251127767476
ORG_341,Manufacturing,Large (1000+),DevOps Copilots,2024,4512,2,880023.075605048,1113603.6103986658,11.282151465959515
ORG_342,Retail,Small (<100),DevOps Copilots,2021,1595,6,358763.01978562505,519032.888054012,21.523949620541334
ORG_343,Healthcare,Large (1000+),Customer Chatbots,2022,2575,4,696738.348366794,862798.9088433961,18.594859997503892
ORG_344,Retail,Medium (100-999),Customer Chatbots,2024,2948,5,658752.2506764809,751627.6531525129,20.30615939637375
ORG_345,Manufacturing,Large (1000+),Predictive Analytics,2023,636,2,188762.91392309347,284337.579000255,15.789007872725609
ORG_346,Manufacturing,Small (<100),Automation Systems,2024,4462,9,991768.0496118407,1201679.0537629074,35.22144843560463
ORG_347,Retail,Small (<100),Customer Chatbots,2024,751,7,161241.94553451933,188682.96187799962,24.092224179144587
ORG_348,Healthcare,Medium (100-999),Predictive Analytics,2025,3970,6,625737.7592840823,771020.6496394132,22.340186688513192
ORG_349,Retail,Medium (100-999),Generative AI Content,2023,3734,1,588018.8764449906,931551.6763007492,13.8356698177492
ORG_350,Finance,Medium (100-999),DevOps Copilots,2024,1434,7,359372.3525858636,545431.8300262869,27.66662897553939
ORG_351,Finance,Large (1000+),DevOps Copilots,2023,2836,8,769936.7371911235,935469.5808995925,30.14541273142971
ORG_352,Finance,Small (<100),Predictive Analytics,2023,979,4,212079.0514789196,304887.96475863847,19.790211633645292
ORG_353,Healthcare,Medium (100-999),Customer Chatbots,2021,363,3,87537.84765930628,98006.97442072208,18.222692992304644
ORG_354,Tech,Small (<100),Predictive Analytics,2024,3331,10,992819.2425394423,1453474.621018862,38.21303310122003
ORG_355,Education,Small (<100),DevOps Copilots,2026,3955,3,728030.4523565515,1012925.5631628913,20.17490112646551
ORG_356,Retail,Medium (100-999),Predictive Analytics,2025,2817,8,677236.0295523276,789729.4032964242,25.165626272734144
ORG_357,Healthcare,Large (1000+),Customer Chatbots,2025,4970,2,886211.485806116,1363769.8690189442,15.314299501726717
ORG_358,Manufacturing,Small (<100),Predictive Analytics,2026,4427,1,1267370.8905290375,1724919.8097027957,11.2037745024878
ORG_359,Tech,Medium (100-999),Predictive Analytics,2026,3959,7,809734.36487847,1062974.494628513,25.045180281783733
ORG_360,Manufacturing,Large (1000+),Automation Systems,2023,4464,7,847334.7037155092,1019097.369112658,30.54287152855856
ORG_361,Finance,Small (<100),Customer Chatbots,2024,2087,5,585287.092332024,724456.8160170577,24.306057050634486
ORG_362,Manufacturing,Medium (100-999),DevOps Copilots,2024,3042,9,713287.6104935245,907428.9142387741,34.55494607971085
ORG_363,Retail,Large (1000+),Automation Systems,2025,3668,3,610507.1178798738,916021.2819633327,18.64025367029439
ORG_364,Retail,Small (<100),Customer Chatbots,2026,53,2,19251.7157417335,22025.317063883747,12.630919979644585
ORG_365,Finance,Medium (100-999),Customer Chatbots,2026,3292,10,820615.8215528957,907071.9644788832,38.50567636317642
ORG_366,Education,Medium (100-999),Predictive Analytics,2021,4921,9,1122789.3037378215,1255312.761399174,29.89256625287377
ORG_367,Tech,Small (<100),Generative AI Content,2025,2902,7,617414.12459859,851757.9364146594,28.329324152178707
ORG_368,Finance,Large (1000+),Predictive Analytics,2024,1603,8,469347.52322129405,611826.0897339449,26.064649563925766
ORG_369,Tech,Small (<100),Automation Systems,2025,2121,9,582693.1112230129,922419.3518737241,33.1316860380493
ORG_370,Manufacturing,Large (1000+),Customer Chatbots,2024,4817,1,1074451.521118987,1605583.002659825,9.703823229440523
ORG_371,Retail,Large (1000+),Customer Chatbots,2026,4241,9,648851.510074258,743911.3156875935,34.236979167818134
ORG_372,Manufacturing,Small (<100),Predictive Analytics,2024,2906,4,830728.1647657631,1219271.8000846282,23.72742498408298
ORG_373,Tech,Small (<100),Predictive Analytics,2025,2926,3,788858.4903953484,870356.9110202884,21.07089337270513
ORG_374,Education,Large (1000+),Generative AI Content,2024,4043,10,1136293.2834458605,1770348.8158641781,32.80266623183187
ORG_375,Tech,Medium (100-999),Automation Systems,2024,3476,8,1013878.6735858195,1551437.2124755664,32.75903963854911
ORG_376,Healthcare,Small (<100),DevOps Copilots,2024,78,1,24126.968869548553,30901.849785764127,16.118420232810138
ORG_377,Tech,Small (<100),Generative AI Content,2024,2820,6,505346.2622336356,745940.5472034437,23.65077986227915
ORG_378,Finance,Medium (100-999),DevOps Copilots,2022,4727,4,1295219.0781518377,1784384.4981075407,23.563087387448803
ORG_379,Tech,Large (1000+),Predictive Analytics,2024,89,3,24939.226823759254,31370.146222172556,17.36620197445409
ORG_380,Finance,Large (1000+),Automation Systems,2023,1348,1,245532.10409752838,281907.9169558865,14.945932204623261
ORG_381,Finance,Medium (100-999),DevOps Copilots,2026,2121,6,330202.763198182,392039.6424396305,27.803090980992373
ORG_382,Finance,Medium (100-999),Customer Chatbots,2025,3671,2,763497.9488881064,895143.4483644946,11.67575535480534
ORG_383,Manufacturing,Medium (100-999),DevOps Copilots,2024,594,2,107169.09862651057,133498.20734320444,12.67472390870638
ORG_384,Retail,Small (<100),Customer Chatbots,2025,2985,10,685794.1209480087,1047280.2636042855,31.250399107320042
ORG_385,Tech,Small (<100),Automation Systems,2022,3262,2,543899.2010374884,612926.9275626537,17.70933705546055
ORG_386,Healthcare,Large (1000+),Automation Systems,2023,1282,2,325139.3500038653,397872.45674593205,12.84175280058089
ORG_387,Retail,Small (<100),Predictive Analytics,2021,2933,6,824301.0118947279,1292033.1342344733,25.485452744725713
ORG_388,Tech,Large (1000+),DevOps Copilots,2022,4905,8,1206112.2427879723,1642399.1063864536,31.39528248710812
ORG_389,Finance,Medium (100-999),DevOps Copilots,2022,743,8,150405.1167975165,166239.4530478198,30.233162404252575
ORG_390,Manufacturing,Small (<100),Generative AI Content,2024,78,8,27699.99351991555,36431.5205660574,27.929226130023878
ORG_391,Tech,Small (<100),Generative AI Content,2022,4602,7,963402.459342711,1247472.8835968082,26.283580602749616
ORG_392,Finance,Medium (100-999),Predictive Analytics,2024,2237,5,558289.6586879686,666598.0271540075,18.18463952708298
ORG_393,Tech,Small (<100),Customer Chatbots,2024,2239,10,505361.0479679763,800925.5547511403,30.2213088561548
ORG_394,Education,Small (<100),Predictive Analytics,2025,77,4,16314.673131478907,22011.72236820966,18.713970814919804
ORG_395,Retail,Small (<100),Automation Systems,2025,1206,1,233302.48425589272,277817.03436511516,16.456989783163316
ORG_396,Finance,Medium (100-999),Automation Systems,2022,2049,7,548640.2282229821,612696.7980527476,27.108346353122798
ORG_397,Manufacturing,Medium (100-999),Predictive Analytics,2024,2566,6,454017.18577855383,624178.274264194,21.22141512135511
ORG_398,Healthcare,Small (<100),Generative AI Content,2025,1794,2,337369.05612336146,505107.3310078623,15.846968600127816
ORG_399,Finance,Small (<100),Automation Systems,2024,3903,10,682426.7518123756,921248.5471528246,36.85944643755592
ORG_400,Finance,Large (1000+),Automation Systems,2021,1270,9,344601.2264598288,548204.6760977925,35.385618257868735
ORG_401,Manufacturing,Large (1000+),Customer Chatbots,2025,184,7,42395.77101689407,52882.67439160579,29.470377749956548
ORG_402,Tech,Small (<100),Generative AI Content,2023,3847,5,1085162.3948368984,1280677.95322701,22.81137430332791
ORG_403,Finance,Large (1000+),DevOps Copilots,2023,15,9,4890.48505272373,6989.210836027215,32.88956521593405
ORG_404,Finance,Medium (100-999),Customer Chatbots,2025,1272,10,249364.5738948408,286302.48655911494,36.58891030152737
ORG_405,Tech,Large (1000+),Predictive Analytics,2025,1665,2,372762.05016622203,565908.6182282825,16.579212582849685
ORG_406,Healthcare,Medium (100-999),Generative AI Content,2021,1818,10,475598.30881569907,675091.9946017974,33.60926051125078
ORG_407,Retail,Large (1000+),Generative AI Content,2025,487,10,99117.4437963727,118418.6040998792,35.261920217936975
ORG_408,Tech,Medium (100-999),Predictive Analytics,2024,4582,7,1207257.9506699285,1735127.0008612406,29.52550416180807
ORG_409,Finance,Small (<100),Predictive Analytics,2024,4144,6,1035612.5420433678,1622556.2905919112,29.024849706527217
ORG_410,Healthcare,Large (1000+),Generative AI Content,2023,3537,6,858619.3283171031,1273207.1997634508,29.261469225926575
ORG_411,Finance,Large (1000+),Customer Chatbots,2026,11,1,8953.001625463143,14295.311456157655,10.518416539323987
ORG_412,Finance,Small (<100),Generative AI Content,2021,2270,9,520153.9390546076,596691.243355469,32.10369805661259
ORG_413,Tech,Small (<100),DevOps Copilots,2022,2109,5,346237.5640204504,507976.54802935827,24.73580526744515
ORG_414,Manufacturing,Small (<100),DevOps Copilots,2025,791,10,198005.11462183832,309073.2617515664,33.34389644473271
ORG_415,Manufacturing,Medium (100-999),Automation Systems,2025,1867,10,546368.2753546357,615791.9998982059,35.24383351513611
ORG_416,Finance,Medium (100-999),Generative AI Content,2024,1818,3,292785.4937432693,387299.0279529718,18.4513219129484
ORG_417,Healthcare,Small (<100),Generative AI Content,2025,1222,3,249594.34665260205,342961.65201606613,15.125579765817447
ORG_418,Finance,Medium (100-999),Predictive Analytics,2025,3949,9,713861.7214374142,985545.9315583861,37.47078766939549
ORG_419,Healthcare,Small (<100),Generative AI Content,2025,2659,10,440607.05766860297,561401.2134194653,33.2073836285267
ORG_420,Healthcare,Small (<100),Generative AI Content,2022,2874,10,793041.9468821689,1046999.1272451613,39.24213206903427
ORG_421,Tech,Medium (100-999),Predictive Analytics,2025,712,2,188461.1407751413,221222.95013306724,18.32444755883023
ORG_422,Finance,Medium (100-999),Automation Systems,2023,3869,1,778999.5366494178,1069731.595062763,15.003551487524657
ORG_423,Healthcare,Medium (100-999),Predictive Analytics,2024,160,7,43578.6991622478,51647.72340846457,25.340135410479906
ORG_424,Manufacturing,Medium (100-999),Automation Systems,2024,78,2,15942.507797852755,22798.58625222249,18.642822735599534
ORG_425,Tech,Large (1000+),Customer Chatbots,2022,3128,9,930419.4653090746,1426692.5290593582,32.815606451632135
ORG_426,Tech,Medium (100-999),Customer Chatbots,2024,186,1,39953.68299870332,51807.937105182944,9.070052505908327
ORG_427,Finance,Medium (100-999),Generative AI Content,2022,4116,5,1127220.1105252574,1741781.6905185939,25.64858637678337
ORG_428,Tech,Medium (100-999),Generative AI Content,2022,2809,7,700858.9209877577,1107569.3479876632,28.624483933501054
ORG_429,Retail,Small (<100),Predictive Analytics,2024,3503,5,1007190.9152996871,1212032.0311850011,18.885765267985366
ORG_430,Healthcare,Large (1000+),Predictive Analytics,2023,4301,3,928837.8164756065,1095122.0391254406,13.178140413562975
ORG_431,Healthcare,Medium (100-999),Predictive Analytics,2023,1202,1,325533.7741336861,425025.3208567846,11.93004487049652
ORG_432,Education,Large (1000+),Generative AI Content,2022,1549,2,268932.0649717265,378167.1629367059,15.963606926216373
ORG_433,Tech,Small (<100),Automation Systems,2024,3914,3,888262.3198965653,1143175.5744838763,21.02129432465585
ORG_434,Healthcare,Small (<100),Predictive Analytics,2022,3357,1,976539.6685223888,1401988.260166324,9.52833576185827
ORG_435,Tech,Small (<100),Customer Chatbots,2025,4023,6,1133828.3935322447,1687258.3768992615,26.079299579212947
ORG_436,Manufacturing,Medium (100-999),Customer Chatbots,2024,4695,10,1088479.823366865,1218287.5585032015,31.0931629278965
ORG_437,Healthcare,Large (1000+),Predictive Analytics,2024,3250,1,764529.0203404252,859825.8231093689,10.411793622341296
ORG_438,Finance,Medium (100-999),Generative AI Content,2024,3470,5,841472.2534317668,985464.8250439194,25.798935044266393
ORG_439,Healthcare,Medium (100-999),Automation Systems,2022,4805,9,822732.1739946326,978589.9724617717,33.40315475289654
ORG_440,Retail,Small (<100),Customer Chatbots,2021,2664,3,691390.0083134689,941610.0349427225,16.340873742615717
ORG_441,Manufacturing,Medium (100-999),Predictive Analytics,2023,3127,1,837657.8207882053,1197653.9767932312,9.000897345105118
ORG_442,Manufacturing,Small (<100),Automation Systems,2023,2545,8,496975.7346359066,747315.9705944672,31.079839310251394
ORG_443,Healthcare,Small (<100),Customer Chatbots,2024,3629,2,874572.2125436653,1320657.1236723477,12.076376009651929
ORG_444,Tech,Small (<100),Generative AI Content,2021,275,10,78164.2633593267,92947.01681361119,36.72090495261405
ORG_445,Retail,Medium (100-999),DevOps Copilots,2024,4615,3,1367503.59598524,1528759.6491716725,20.18511983001936
ORG_446,Finance,Large (1000+),Automation Systems,2025,4519,2,877240.6511160141,1085330.2667885346,15.270527334046207
ORG_447,Healthcare,Medium (100-999),DevOps Copilots,2021,4690,9,1402807.6117813177,2198123.5479454827,37.36278442344111
ORG_448,Finance,Medium (100-999),Generative AI Content,2023,4721,10,960826.4114885458,1306582.5821479256,36.31857607496836
ORG_449,Healthcare,Small (<100),DevOps Copilots,2022,2389,4,363473.822503571,501669.3876353037,21.375035435880566
ORG_450,Tech,Small (<100),Generative AI Content,2023,565,5,115935.35532052776,134127.7436330729,20.832828904789803
ORG_451,Finance,Medium (100-999),Automation Systems,2025,1599,6,447624.5078263924,598585.9745788861,20.355582508865908
ORG_452,Tech,Small (<100),Customer Chatbots,2025,4408,6,968804.5351256296,1339344.4849801627,26.781976246498736
ORG_453,Healthcare,Small (<100),DevOps Copilots,2024,2906,2,866292.8093651349,1121661.3212240979,15.951918670299994
ORG_454,Manufacturing,Large (1000+),Generative AI Content,2025,2234,7,371244.564952881,562334.8100457519,25.526287050257615
ORG_455,Healthcare,Small (<100),Generative AI Content,2025,1665,2,362431.87568431505,489292.8737268896,11.902116785952142
ORG_456,Education,Medium (100-999),DevOps Copilots,2023,2691,3,726861.4090886059,874118.8459630269,12.865525369299085
ORG_457,Finance,Large (1000+),Automation Systems,2021,370,10,103727.34193312793,119447.36734930877,37.66180184922995
ORG_458,Retail,Small (<100),Generative AI Content,2024,1729,6,314798.40756790526,467914.322150405,26.71124041957042
ORG_459,Finance,Small (<100),Automation Systems,2021,4594,9,764970.6208978875,945141.1299172804,36.932778187420496
ORG_460,Manufacturing,Medium (100-999),Predictive Analytics,2021,2784,9,605469.139342655,870512.025334414,28.559269188612674
ORG_461,Tech,Medium (100-999),Predictive Analytics,2025,4865,8,1180981.065533129,1720039.096240159,31.70870265433936
ORG_462,Healthcare,Large (1000+),Customer Chatbots,2024,771,8,130068.9079104873,192924.28462835203,29.705458747721778
ORG_463,Education,Small (<100),DevOps Copilots,2023,2987,7,537339.1923033232,822341.6411725772,25.747610885894527
ORG_464,Healthcare,Small (<100),Automation Systems,2023,3788,3,732357.4231159969,991593.5196435684,16.55685982238895
ORG_465,Retail,Small (<100),DevOps Copilots,2024,2484,9,549767.1941678887,671730.5890231178,29.090202895841877
ORG_466,Healthcare,Small (<100),Predictive Analytics,2025,4851,7,1302313.126964735,1787116.6916900044,24.86154319145422
ORG_467,Retail,Small (<100),DevOps Copilots,2025,946,10,230819.13508634098,305283.26143492386,33.08035723536338
ORG_468,Finance,Medium (100-999),DevOps Copilots,2025,3114,6,703589.5009811284,1061376.578988005,28.872615365741247
ORG_469,Education,Medium (100-999),Automation Systems,2025,1232,8,287081.7291369943,343876.0578781664,31.81516787986646
ORG_470,Finance,Medium (100-999),Generative AI Content,2026,3571,6,1071829.0300296885,1452555.4987900788,28.47636745330361
ORG_471,Manufacturing,Small (<100),DevOps Copilots,2026,16,9,5889.217100349189,9027.2264707057,29.852411704638264
ORG_472,Retail,Medium (100-999),Generative AI Content,2025,3336,7,721970.3997607521,844369.2420144718,28.05421578769349
ORG_473,Manufacturing,Medium (100-999),Customer Chatbots,2022,1038,3,163101.32575969337,251574.71696150833,19.07926696812623
ORG_474,Education,Small (<100),Predictive Analytics,2024,3416,8,976046.7085332898,1280634.1305790183,33.20071424916728
ORG_475,Finance,Small (<100),Customer Chatbots,2024,4744,8,1317372.9271169084,1719723.526407493,30.461662603642967
ORG_476,Finance,Large (1000+),DevOps Copilots,2024,3029,2,724662.7571918679,1108498.7418228,17.505822090720372
